Text(1) | Tiempo: 36097 ms | TextId: So01.Do01.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do01 - 2017-06-29 | Section: Diagnosis 
Text(507) | Tiempo: 2102 ms | TextId: So01.Do1060.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1060 - 2017-06-29 | Section: Signs and symptoms 
Text(508) | Tiempo: 12057 ms | TextId: So01.Do1060.V2017-06-29.Se04.T02 | No. Concepts: 9 | Doc: So01.Do1060 - 2017-06-29 | Section: Signs and symptoms 
Text(509) | Tiempo: 29609 ms | TextId: So01.Do1061.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do1061 - 2017-06-29 | Section: Diagnosis 
Text(510) | Tiempo: 53023 ms | TextId: So01.Do1061.V2017-06-29.Se02.T02 | No. Concepts: 12 | Doc: So01.Do1061 - 2017-06-29 | Section: Diagnosis 
Text(511) | Tiempo: 45 ms | TextId: So01.Do1061.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1061 - 2017-06-29 | Section: Diagnosis 
Text(512) | Tiempo: 20979 ms | TextId: So01.Do1061.V2017-06-29.Se04.T01 | No. Concepts: 13 | Doc: So01.Do1061 - 2017-06-29 | Section: Signs and symptoms 
Text(513) | Tiempo: 7876 ms | TextId: So01.Do1062.V2017-06-29.Se02.T01 | No. Concepts: 7 | Doc: So01.Do1062 - 2017-06-29 | Section: Diagnosis 
Text(514) | Tiempo: 3294 ms | TextId: So01.Do1062.V2017-06-29.Se02.T02 | No. Concepts: 4 | Doc: So01.Do1062 - 2017-06-29 | Section: Diagnosis 
Text(515) | Tiempo: 17698 ms | TextId: So01.Do1062.V2017-06-29.Se02.T03 | No. Concepts: 14 | Doc: So01.Do1062 - 2017-06-29 | Section: Diagnosis 
Text(516) | Tiempo: 13711 ms | TextId: So01.Do1062.V2017-06-29.Se04.T01 | No. Concepts: 14 | Doc: So01.Do1062 - 2017-06-29 | Section: Signs and symptoms 
Text(517) | Tiempo: 7726 ms | TextId: So01.Do1062.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1062 - 2017-06-29 | Section: Signs and symptoms 
Text(518) | Tiempo: 81577 ms | TextId: So01.Do1064.V2017-06-29.Se02.T01 | No. Concepts: 10 | Doc: So01.Do1064 - 2017-06-29 | Section: Diagnosis 
Text(519) | Tiempo: 6323 ms | TextId: So01.Do1064.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1064 - 2017-06-29 | Section: Diagnosis 
Text(520) | Tiempo: 1283 ms | TextId: So01.Do1064.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1064 - 2017-06-29 | Section: Diagnosis 
Text(521) | Tiempo: 11785 ms | TextId: So01.Do1064.V2017-06-29.Se02.T04 | No. Concepts: 9 | Doc: So01.Do1064 - 2017-06-29 | Section: Diagnosis 
Text(522) | Tiempo: 17127 ms | TextId: So01.Do1064.V2017-06-29.Se02.T05 | No. Concepts: 11 | Doc: So01.Do1064 - 2017-06-29 | Section: Diagnosis 
Text(523) | Tiempo: 18032 ms | TextId: So01.Do1065.V2017-06-29.Se01.T01 | No. Concepts: 10 | Doc: So01.Do1065 - 2017-06-29 | Section: Cause 
Text(524) | Tiempo: 6836 ms | TextId: So01.Do1065.V2017-06-29.Se01.T02 | No. Concepts: 5 | Doc: So01.Do1065 - 2017-06-29 | Section: Cause 
Text(525) | Tiempo: 3062 ms | TextId: So01.Do1065.V2017-06-29.Se01.T03 | No. Concepts: 3 | Doc: So01.Do1065 - 2017-06-29 | Section: Cause 
Text(526) | Tiempo: 79709 ms | TextId: So01.Do1065.V2017-06-29.Se01.T04 | No. Concepts: 5 | Doc: So01.Do1065 - 2017-06-29 | Section: Cause 
Text(527) | Tiempo: 93410 ms | TextId: So01.Do1065.V2017-06-29.Se01.T05 | No. Concepts: 5 | Doc: So01.Do1065 - 2017-06-29 | Section: Cause 
Text(528) | Tiempo: 352 ms | TextId: So01.Do1066.V2017-06-29.Se02.T01 | No. Concepts: 1 | Doc: So01.Do1066 - 2017-06-29 | Section: Diagnosis 
Text(529) | Tiempo: 201790 ms | TextId: So01.Do1066.V2017-06-29.Se02.T02 | No. Concepts: 10 | Doc: So01.Do1066 - 2017-06-29 | Section: Diagnosis 
Text(530) | Tiempo: 48251 ms | TextId: So01.Do1066.V2017-06-29.Se02.T03 | No. Concepts: 3 | Doc: So01.Do1066 - 2017-06-29 | Section: Diagnosis 
Text(531) | Tiempo: 184 ms | TextId: So01.Do1066.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1066 - 2017-06-29 | Section: Diagnosis 
Text(532) | Tiempo: 14 ms | TextId: So01.Do1067.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1067 - 2017-06-29 | Section: Cause 
Text(533) | Tiempo: 218 ms | TextId: So01.Do1067.V2017-06-29.Se01.T02 | No. Concepts: 1 | Doc: So01.Do1067 - 2017-06-29 | Section: Cause 
Text(534) | Tiempo: 98984 ms | TextId: So01.Do1069.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1069 - 2017-06-29 | Section: Diagnosis 
Text(535) | Tiempo: 227 ms | TextId: So01.Do107.V2017-06-29.Se02.T01 | No. Concepts: 1 | Doc: So01.Do107 - 2017-06-29 | Section: Diagnosis 
Text(536) | Tiempo: 80003 ms | TextId: So01.Do1070.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(537) | Tiempo: 90499 ms | TextId: So01.Do1070.V2017-06-29.Se02.T02 | No. Concepts: 4 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(538) | Tiempo: 187270 ms | TextId: So01.Do1070.V2017-06-29.Se02.T03 | No. Concepts: 10 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(539) | Tiempo: 12228 ms | TextId: So01.Do1070.V2017-06-29.Se02.T04 | No. Concepts: 5 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(540) | Tiempo: 12470 ms | TextId: So01.Do1070.V2017-06-29.Se02.T05 | No. Concepts: 11 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(541) | Tiempo: 4729 ms | TextId: So01.Do1070.V2017-06-29.Se02.T06 | No. Concepts: 5 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(542) | Tiempo: 11330 ms | TextId: So01.Do1070.V2017-06-29.Se02.T07 | No. Concepts: 8 | Doc: So01.Do1070 - 2017-06-29 | Section: Diagnosis 
Text(543) | Tiempo: 19891 ms | TextId: So01.Do1070.V2017-06-29.Se04.T01 | No. Concepts: 13 | Doc: So01.Do1070 - 2017-06-29 | Section: Signs and symptoms 
Text(544) | Tiempo: 49425 ms | TextId: So01.Do1070.V2017-06-29.Se04.T02 | No. Concepts: 30 | Doc: So01.Do1070 - 2017-06-29 | Section: Signs and symptoms 
Text(545) | Tiempo: 15617 ms | TextId: So01.Do1070.V2017-06-29.Se04.T03 | No. Concepts: 8 | Doc: So01.Do1070 - 2017-06-29 | Section: Signs and symptoms 
Text(546) | Tiempo: 2428 ms | TextId: So01.Do1071.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1071 - 2017-06-29 | Section: Diagnosis 
Text(547) | Tiempo: 204 ms | TextId: So01.Do1071.V2017-06-29.Se04.T01 | No. Concepts: 1 | Doc: So01.Do1071 - 2017-06-29 | Section: Signs and symptoms 
Text(548) | Tiempo: 1560 ms | TextId: So01.Do1071.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1071 - 2017-06-29 | Section: Signs and symptoms 
Text(549) | Tiempo: 28201 ms | TextId: So01.Do1072.V2017-06-29.Se02.T01 | No. Concepts: 19 | Doc: So01.Do1072 - 2017-06-29 | Section: Diagnosis 
Text(550) | Tiempo: 6251 ms | TextId: So01.Do1072.V2017-06-29.Se02.T02 | No. Concepts: 5 | Doc: So01.Do1072 - 2017-06-29 | Section: Diagnosis 
Text(551) | Tiempo: 20215 ms | TextId: So01.Do1072.V2017-06-29.Se02.T03 | No. Concepts: 8 | Doc: So01.Do1072 - 2017-06-29 | Section: Diagnosis 
Text(552) | Tiempo: 26 ms | TextId: So01.Do1072.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1072 - 2017-06-29 | Section: Diagnosis 
Text(553) | Tiempo: 77030 ms | TextId: So01.Do1072.V2017-06-29.Se02.T05 | No. Concepts: 27 | Doc: So01.Do1072 - 2017-06-29 | Section: Diagnosis 
Text(554) | Tiempo: 27627 ms | TextId: So01.Do1072.V2017-06-29.Se02.T06 | No. Concepts: 13 | Doc: So01.Do1072 - 2017-06-29 | Section: Diagnosis 
Text(555) | Tiempo: 13030 ms | TextId: So01.Do1073.V2017-06-29.Se01.T01 | No. Concepts: 5 | Doc: So01.Do1073 - 2017-06-29 | Section: Cause 
Text(556) | Tiempo: 12801 ms | TextId: So01.Do1073.V2017-06-29.Se01.T02 | No. Concepts: 9 | Doc: So01.Do1073 - 2017-06-29 | Section: Cause 
Text(557) | Tiempo: 8600 ms | TextId: So01.Do1073.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1073 - 2017-06-29 | Section: Diagnosis 
Text(558) | Tiempo: 208 ms | TextId: So01.Do1073.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1073 - 2017-06-29 | Section: Diagnosis 
Text(559) | Tiempo: 23994 ms | TextId: So01.Do1078.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do1078 - 2017-06-29 | Section: Diagnosis 
Text(560) | Tiempo: 44656 ms | TextId: So01.Do1078.V2017-06-29.Se02.T02 | No. Concepts: 7 | Doc: So01.Do1078 - 2017-06-29 | Section: Diagnosis 
Text(561) | Tiempo: 28408 ms | TextId: So01.Do1078.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1078 - 2017-06-29 | Section: Diagnosis 
Text(562) | Tiempo: 41003 ms | TextId: So01.Do1078.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1078 - 2017-06-29 | Section: Signs and symptoms 
Text(563) | Tiempo: 22249 ms | TextId: So01.Do1078.V2017-06-29.Se04.T02 | No. Concepts: 8 | Doc: So01.Do1078 - 2017-06-29 | Section: Signs and symptoms 
Text(564) | Tiempo: 13161 ms | TextId: So01.Do1079.V2017-06-29.Se02.T01 | No. Concepts: 11 | Doc: So01.Do1079 - 2017-06-29 | Section: Diagnosis 
Text(565) | Tiempo: 13183 ms | TextId: So01.Do1079.V2017-06-29.Se04.T01 | No. Concepts: 11 | Doc: So01.Do1079 - 2017-06-29 | Section: Signs and symptoms 
Text(566) | Tiempo: 4597 ms | TextId: So01.Do108.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(567) | Tiempo: 321 ms | TextId: So01.Do108.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(568) | Tiempo: 2518 ms | TextId: So01.Do108.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(569) | Tiempo: 1242 ms | TextId: So01.Do108.V2017-06-29.Se02.T04 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(570) | Tiempo: 155 ms | TextId: So01.Do108.V2017-06-29.Se02.T05 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(571) | Tiempo: 130 ms | TextId: So01.Do108.V2017-06-29.Se02.T06 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(572) | Tiempo: 24 ms | TextId: So01.Do108.V2017-06-29.Se02.T07 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(573) | Tiempo: 1743 ms | TextId: So01.Do108.V2017-06-29.Se02.T08 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(574) | Tiempo: 44 ms | TextId: So01.Do108.V2017-06-29.Se02.T09 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(575) | Tiempo: 46 ms | TextId: So01.Do108.V2017-06-29.Se02.T10 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(576) | Tiempo: 1379 ms | TextId: So01.Do108.V2017-06-29.Se02.T11 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(577) | Tiempo: 5021 ms | TextId: So01.Do108.V2017-06-29.Se02.T12 | No. Concepts: 5 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(578) | Tiempo: 65100 ms | TextId: So01.Do108.V2017-06-29.Se02.T13 | No. Concepts: 5 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(579) | Tiempo: 566 ms | TextId: So01.Do108.V2017-06-29.Se02.T14 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(580) | Tiempo: 175574 ms | TextId: So01.Do108.V2017-06-29.Se02.T15 | No. Concepts: 7 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(581) | Tiempo: 12760 ms | TextId: So01.Do108.V2017-06-29.Se02.T16 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(582) | Tiempo: 111485 ms | TextId: So01.Do108.V2017-06-29.Se02.T17 | No. Concepts: 5 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(583) | Tiempo: 162 ms | TextId: So01.Do108.V2017-06-29.Se02.T18 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(584) | Tiempo: 43903 ms | TextId: So01.Do108.V2017-06-29.Se02.T19 | No. Concepts: 4 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(585) | Tiempo: 7737 ms | TextId: So01.Do108.V2017-06-29.Se02.T20 | No. Concepts: 3 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(586) | Tiempo: 1726 ms | TextId: So01.Do108.V2017-06-29.Se02.T21 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(587) | Tiempo: 2239 ms | TextId: So01.Do108.V2017-06-29.Se02.T22 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(588) | Tiempo: 98 ms | TextId: So01.Do108.V2017-06-29.Se02.T23 | No. Concepts: 1 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(589) | Tiempo: 7741 ms | TextId: So01.Do108.V2017-06-29.Se02.T24 | No. Concepts: 3 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(590) | Tiempo: 8065 ms | TextId: So01.Do108.V2017-06-29.Se02.T25 | No. Concepts: 8 | Doc: So01.Do108 - 2017-06-29 | Section: Diagnosis 
Text(591) | Tiempo: 5993 ms | TextId: So01.Do108.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do108 - 2017-06-29 | Section: Signs and symptoms 
Text(592) | Tiempo: 1399 ms | TextId: So01.Do108.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Signs and symptoms 
Text(593) | Tiempo: 2753 ms | TextId: So01.Do108.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do108 - 2017-06-29 | Section: Signs and symptoms 
Text(594) | Tiempo: 3282 ms | TextId: So01.Do108.V2017-06-29.Se04.T04 | No. Concepts: 2 | Doc: So01.Do108 - 2017-06-29 | Section: Signs and symptoms 
Text(595) | Tiempo: 10031 ms | TextId: So01.Do1080.V2017-06-29.Se04.T01 | No. Concepts: 8 | Doc: So01.Do1080 - 2017-06-29 | Section: Signs and symptoms 
Text(596) | Tiempo: 1652 ms | TextId: So01.Do1082.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1082 - 2017-06-29 | Section: Diagnosis 
Text(597) | Tiempo: 1902 ms | TextId: So01.Do1083.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1083 - 2017-06-29 | Section: Signs and symptoms 
Text(598) | Tiempo: 6524 ms | TextId: So01.Do1083.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1083 - 2017-06-29 | Section: Signs and symptoms 
Text(599) | Tiempo: 4743 ms | TextId: So01.Do1083.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1083 - 2017-06-29 | Section: Signs and symptoms 
Text(600) | Tiempo: 3970 ms | TextId: So01.Do1083.V2017-06-29.Se04.T04 | No. Concepts: 4 | Doc: So01.Do1083 - 2017-06-29 | Section: Signs and symptoms 
Text(601) | Tiempo: 3443 ms | TextId: So01.Do1084.V2017-06-29.Se01.T01 | No. Concepts: 3 | Doc: So01.Do1084 - 2017-06-29 | Section: Cause 
Text(602) | Tiempo: 1331 ms | TextId: So01.Do1084.V2017-06-29.Se01.T02 | No. Concepts: 2 | Doc: So01.Do1084 - 2017-06-29 | Section: Cause 
Text(603) | Tiempo: 47 ms | TextId: So01.Do1084.V2017-06-29.Se01.T03 | No. Concepts: 1 | Doc: So01.Do1084 - 2017-06-29 | Section: Cause 
Text(604) | Tiempo: 3696 ms | TextId: So01.Do1085.V2017-06-29.Se01.T01 | No. Concepts: 4 | Doc: So01.Do1085 - 2017-06-29 | Section: Cause 
Text(605) | Tiempo: 1404 ms | TextId: So01.Do1085.V2017-06-29.Se01.T02 | No. Concepts: 2 | Doc: So01.Do1085 - 2017-06-29 | Section: Cause 
Text(606) | Tiempo: 3765 ms | TextId: So01.Do1085.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1085 - 2017-06-29 | Section: Diagnosis 
Text(607) | Tiempo: 8208 ms | TextId: So01.Do1085.V2017-06-29.Se02.T02 | No. Concepts: 7 | Doc: So01.Do1085 - 2017-06-29 | Section: Diagnosis 
Text(608) | Tiempo: 2246 ms | TextId: So01.Do1085.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(609) | Tiempo: 44802 ms | TextId: So01.Do1085.V2017-06-29.Se04.T02 | No. Concepts: 10 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(610) | Tiempo: 21 ms | TextId: So01.Do1085.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(611) | Tiempo: 120934 ms | TextId: So01.Do1085.V2017-06-29.Se04.T04 | No. Concepts: 14 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(612) | Tiempo: 15777 ms | TextId: So01.Do1085.V2017-06-29.Se04.T05 | No. Concepts: 11 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(613) | Tiempo: 40 ms | TextId: So01.Do1085.V2017-06-29.Se04.T06 | No. Concepts: 1 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(614) | Tiempo: 7749 ms | TextId: So01.Do1085.V2017-06-29.Se04.T07 | No. Concepts: 4 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(615) | Tiempo: 39 ms | TextId: So01.Do1085.V2017-06-29.Se04.T08 | No. Concepts: 1 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(616) | Tiempo: 9184 ms | TextId: So01.Do1085.V2017-06-29.Se04.T09 | No. Concepts: 8 | Doc: So01.Do1085 - 2017-06-29 | Section: Signs and symptoms 
Text(617) | Tiempo: 1010 ms | TextId: So01.Do1086.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1086 - 2017-06-29 | Section: Diagnosis 
Text(618) | Tiempo: 5767 ms | TextId: So01.Do1086.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1086 - 2017-06-29 | Section: Signs and symptoms 
Text(619) | Tiempo: 113 ms | TextId: So01.Do1086.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1086 - 2017-06-29 | Section: Signs and symptoms 
Text(620) | Tiempo: 11128 ms | TextId: So01.Do1086.V2017-06-29.Se04.T03 | No. Concepts: 9 | Doc: So01.Do1086 - 2017-06-29 | Section: Signs and symptoms 
Text(621) | Tiempo: 16078 ms | TextId: So01.Do1087.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1087 - 2017-06-29 | Section: Signs and symptoms 
Text(622) | Tiempo: 10638 ms | TextId: So01.Do1088.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1088 - 2017-06-29 | Section: Diagnosis 
Text(623) | Tiempo: 3179 ms | TextId: So01.Do1092.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1092 - 2017-06-29 | Section: Diagnosis 
Text(624) | Tiempo: 8587 ms | TextId: So01.Do1092.V2017-06-29.Se04.T01 | No. Concepts: 7 | Doc: So01.Do1092 - 2017-06-29 | Section: Signs and symptoms 
Text(625) | Tiempo: 6088 ms | TextId: So01.Do1092.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1092 - 2017-06-29 | Section: Signs and symptoms 
Text(626) | Tiempo: 13809 ms | TextId: So01.Do1092.V2017-06-29.Se04.T03 | No. Concepts: 9 | Doc: So01.Do1092 - 2017-06-29 | Section: Signs and symptoms 
Text(627) | Tiempo: 2223 ms | TextId: So01.Do1092.V2017-06-29.Se04.T04 | No. Concepts: 3 | Doc: So01.Do1092 - 2017-06-29 | Section: Signs and symptoms 
Text(628) | Tiempo: 54118 ms | TextId: So01.Do1092.V2017-06-29.Se04.T05 | No. Concepts: 5 | Doc: So01.Do1092 - 2017-06-29 | Section: Signs and symptoms 
Text(629) | Tiempo: 156729 ms | TextId: So01.Do1093.V2017-06-29.Se02.T01 | No. Concepts: 12 | Doc: So01.Do1093 - 2017-06-29 | Section: Diagnosis 
Text(630) | Tiempo: 1499 ms | TextId: So01.Do1093.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1093 - 2017-06-29 | Section: Diagnosis 
Text(631) | Tiempo: 2596 ms | TextId: So01.Do1094.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1094 - 2017-06-29 | Section: Diagnosis 
Text(632) | Tiempo: 1303 ms | TextId: So01.Do1094.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1094 - 2017-06-29 | Section: Diagnosis 
Text(633) | Tiempo: 2049 ms | TextId: So01.Do1094.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1094 - 2017-06-29 | Section: Diagnosis 
Text(634) | Tiempo: 4222 ms | TextId: So01.Do1094.V2017-06-29.Se02.T04 | No. Concepts: 5 | Doc: So01.Do1094 - 2017-06-29 | Section: Diagnosis 
Text(635) | Tiempo: 201 ms | TextId: So01.Do1094.V2017-06-29.Se02.T05 | No. Concepts: 1 | Doc: So01.Do1094 - 2017-06-29 | Section: Diagnosis 
Text(636) | Tiempo: 19635 ms | TextId: So01.Do1094.V2017-06-29.Se04.T01 | No. Concepts: 13 | Doc: So01.Do1094 - 2017-06-29 | Section: Signs and symptoms 
Text(637) | Tiempo: 58168 ms | TextId: So01.Do1095.V2017-06-29.Se04.T01 | No. Concepts: 13 | Doc: So01.Do1095 - 2017-06-29 | Section: Signs and symptoms 
Text(638) | Tiempo: 2807 ms | TextId: So01.Do1097.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1097 - 2017-06-29 | Section: Diagnosis 
Text(639) | Tiempo: 2131 ms | TextId: So01.Do1098.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(640) | Tiempo: 4805 ms | TextId: So01.Do1098.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(641) | Tiempo: 148 ms | TextId: So01.Do1098.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(642) | Tiempo: 2663 ms | TextId: So01.Do1098.V2017-06-29.Se04.T04 | No. Concepts: 3 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(643) | Tiempo: 2914 ms | TextId: So01.Do1098.V2017-06-29.Se04.T05 | No. Concepts: 3 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(644) | Tiempo: 41 ms | TextId: So01.Do1098.V2017-06-29.Se04.T06 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(645) | Tiempo: 4442 ms | TextId: So01.Do1098.V2017-06-29.Se04.T07 | No. Concepts: 4 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(646) | Tiempo: 4156 ms | TextId: So01.Do1098.V2017-06-29.Se04.T08 | No. Concepts: 3 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(647) | Tiempo: 147 ms | TextId: So01.Do1098.V2017-06-29.Se04.T09 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(648) | Tiempo: 1411 ms | TextId: So01.Do1098.V2017-06-29.Se04.T10 | No. Concepts: 2 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(649) | Tiempo: 100 ms | TextId: So01.Do1098.V2017-06-29.Se04.T11 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(650) | Tiempo: 93 ms | TextId: So01.Do1098.V2017-06-29.Se04.T12 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(651) | Tiempo: 24 ms | TextId: So01.Do1098.V2017-06-29.Se04.T13 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(652) | Tiempo: 1947 ms | TextId: So01.Do1098.V2017-06-29.Se04.T14 | No. Concepts: 2 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(653) | Tiempo: 61 ms | TextId: So01.Do1098.V2017-06-29.Se04.T15 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(654) | Tiempo: 21 ms | TextId: So01.Do1098.V2017-06-29.Se04.T16 | No. Concepts: 1 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(655) | Tiempo: 3876 ms | TextId: So01.Do1098.V2017-06-29.Se04.T17 | No. Concepts: 3 | Doc: So01.Do1098 - 2017-06-29 | Section: Signs and symptoms 
Text(656) | Tiempo: 10715 ms | TextId: So01.Do1099.V2017-06-29.Se02.T01 | No. Concepts: 7 | Doc: So01.Do1099 - 2017-06-29 | Section: Diagnosis 
Text(657) | Tiempo: 8867 ms | TextId: So01.Do1099.V2017-06-29.Se02.T02 | No. Concepts: 7 | Doc: So01.Do1099 - 2017-06-29 | Section: Diagnosis 
Text(658) | Tiempo: 3375 ms | TextId: So01.Do11.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do11 - 2017-06-29 | Section: Diagnosis 
Text(659) | Tiempo: 14794 ms | TextId: So01.Do11.V2017-06-29.Se02.T02 | No. Concepts: 10 | Doc: So01.Do11 - 2017-06-29 | Section: Diagnosis 
